"","stats","baseline","DMI","ETHZ","METO"
"1","meantmin",10.426195792152,10.5952252792753,10.9307950415369,11.4382688329999
"2","sdtmin",6.46643250771414,6.23936526971371,6.45687128832011,6.85089663505493
"3","meantmax",20.7513474478143,20.3386129748244,20.5533453683011,21.3416307862456
"4","sdtmax",8.77412754813407,8.23511825464858,8.55600956560504,9.04203632579449
"5","meanvp",12.4395777734916,12.2391628615582,11.8685730516245,12.9681886312082
"6","sdvp",4.30669816890647,4.37621846063884,4.68185948198457,5.23867961519067
"7","meansumprecip",359.678222500174,333.407780590717,244.202203502415,249.804569406805
"8","sdsumprecip",119.73236816809,126.525783964396,120.180567304273,98.6396462629722
