"","grid_no","LATITUDE","LONGITUDE","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
"1",106154,50.84381,25.99843,5.82308133317118,3.29448371733864,5.80193280615698,7.24754613653686,8.75913971718033,4.93938634530965,6.42140159354276,8.81827516349152,3.99030299082034,5.48027816720688,2.35867714419512,4.36117854143773,2.44061400578346,6.47221408555767,9.3104800619995
"2",107152,51.15846,25.37545,2.02802698431653,6.4940612329433,6.15504279257018,5.754180706838,3.38596012789165,7.76636210617964,14.8432037826916,11.5276769338373,5.0823893437171,8.6516176668377,3.36551478631586,5.67804291581283,3.26383752162046,3.92659923478226,2.68249636999881
"3",103180,48.59969,34.45635,9.80928350182222,8.92879190361019,5.42558640019022,7.76354639379307,9.71550569909993,5.7264903359093,7.67794253054938,3.88672902940544,8.47224442400655,7.57840503288013,13.0235153705299,9.76235154455363,7.23590621340595,13.0641861085026,12.5409265336777
"4",111185,49.88417,37.01788,4.53384852714351,4.62141978892323,6.57595814094805,12.9871506109831,7.29348729344525,4.10789143574046,8.73789171187318,6.96336160115435,5.40140714727866,6.61773003662309,6.59257762816301,9.29387718504345,6.40796646435768,5.90600564713789,9.51508516284125
"5",108147,51.6005,23.68081,6.72904103939051,7.64523046332896,7.75914472295929,1.16473294260667,1.76360167111271,6.38268766478948,3.01413608531556,3.91629749348855,2.90266301716323,8.22662148862904,3.57107632133166,7.0388110883304,3.6073988583524,5.11746584052796,3.72330137586626
"6",108151,51.42416,25.09773,2.62045310568327,7.99695514388504,4.39868825859196,3.45285106241281,8.64338399809733,4.04240596672328,5.59404196852634,5.6383750404455,3.0061872111243,4.91903422340684,1.52304027340726,6.31431079614801,8.80793140276395,4.42572184165733,3.41034362877309
"7",109149,51.7341,24.4615,3.13201199753294,6.33839040808287,6.4169734724854,6.41525736071534,4.62034259841657,4.49541292113393,4.074531062836,7.59834483195898,3.15050496901634,4.15034716383074,2.9997509231907,3.24589900788964,7.63591713443998,4.44569720018085,6.30821772616363
"8",110151,51.86233,25.24703,4.77547299768897,5.9052056666794,11.1475775117974,10.5870479303758,6.31956335565344,8.00344936107558,3.88940840003627,6.7567335525995,3.67205691683027,6.77269285627181,2.26315435200586,5.52477855315638,7.42881199617404,5.35826848805103,7.02117196089316
"9",111151,52.08131,25.32303,3.70745071081337,5.47815335154122,4.0908634873493,9.30926885097821,5.15142431687404,4.31348864999519,13.2655611536138,3.22228797022218,6.18916018687926,1.28017689484413,8.62391908142177,4.72338595709091,9.76486396047953,4.52383947705922,5.99571802938158
"10",101152,49.84319,24.94388,4.08178317624175,3.94242488774887,4.68132348944737,6.80627828514305,9.04898928137985,3.48496241846827,6.08125171153214,4.11904384010364,6.18142899175254,3.24617998755467,4.32001917721002,2.36206510146489,6.76369428212071,2.99789538717012,4.61255372763619
"11",101180,48.17798,34.24147,12.4966376461705,7.05084336847877,9.636040128697,8.41448375870147,11.9721756760097,7.07856482157198,6.96573881892326,5.77295517351152,13.9455944364408,8.91065769559833,8.11799693063749,10.2180742954245,8.86647949305293,8.67105740764026,5.82852835323079
"12",102154,49.96899,25.69868,4.20956701107365,3.21476390189869,4.73419808018569,3.26159697429907,5.41658358226486,4.5279623721204,2.58905966031729,4.0861827039495,7.10940960897907,5.57214785826204,1.43018107651008,1.25208583484258,3.84596031320185,2.59538757438819,2.20027999430239
"13",102185,48.01073,35.95044,7.97690388365572,9.88630986392448,9.97445105905181,12.4914713915533,5.47329733568712,11.2723404076631,8.11187878774063,9.74338613274988,8.16522995261903,8.93233615532655,9.84902373088324,11.8971988444393,12.7396023491675,6.00122503263634,9.56795744122753
"14",103154,50.18782,25.77233,3.09092663252804,2.81650696290386,2.29832463190633,5.5758814270257,5.56582635176161,3.53986158775325,4.21222068076647,1.12675020302337,5.56470719311673,6.81885552773407,2.29909547675726,3.51523931490218,2.0549377804671,2.79076433920196,2.14357205999355
"15",103179,48.6729,34.13222,8.66897614845156,14.4767197861995,10.1897653239201,14.493960941646,4.12931552692628,8.83349325964319,6.62277003426097,14.3367374965771,7.36925082829789,4.17394545740552,6.43594672684032,9.62321982926099,9.74273733415398,8.66003608363974,5.60918174917227
"16",103185,48.21967,36.06407,5.79900867740361,9.28873425746485,6.17285357920055,11.6685943780722,4.68086899110674,9.05760507388326,4.077321901648,9.00649625819524,7.536270214325,6.97298139604141,15.0242399960096,6.94448870273994,5.96154157191954,5.37804895926176,19.4238792114281
"17",105180,49.02073,34.67589,10.2243008253428,5.58981066088086,6.03346351460694,6.43357692486037,13.7779831508888,9.52728466495994,10.1162595460731,7.40498442183893,7.18639222621772,14.9895971624454,8.39162661146199,6.42092309847595,10.911731753287,8.42425373801659,11.0224393825195
"18",104187,48.2692,36.81802,11.0449996711841,4.39193097234105,11.0444776791647,8.531486275341,12.0653555918232,6.04349036043936,6.98720317768641,5.69701124676834,11.400414481144,4.76765958633141,3.89355735963009,8.601126278926,6.90591194607359,7.47948519007009,10.6405321571399
"19",105183,48.79327,35.65002,7.99929346086839,4.65531674439321,11.7789637164352,4.78637110620939,11.6974978258466,11.5760447519806,10.5769918314545,8.75753787187705,7.12003678432607,6.70290111691339,13.1078246214337,12.3671618347314,4.39701227129716,12.6445080452121,4.30325973102686
"20",106183,49.0024,35.76506,9.72203282811553,11.1925121109756,13.6752181635192,5.7427614875689,8.88025753215449,9.18038688934482,11.0128458860347,8.12596291800975,7.71114398174628,8.44399834381951,8.63108692743083,8.72981733687115,8.61680728481958,8.10171880424035,8.1980588202277
"21",100162,49.12024,28.24536,11.8248411619777,6.22679067666877,4.58434808405198,8.16877045525038,9.34518933013271,9.63369723875401,8.33778663812538,3.89751280921216,4.95673727108545,3.10567907306068,7.35273055973758,5.06869335496053,8.4932645504824,6.04228608135925,8.99175885390852
"22",103160,49.88092,27.82054,5.03780016570399,3.95981672494762,8.35612115844027,3.12353604073753,7.69520739049708,4.41506866831829,4.37816550501176,4.70169131508105,4.41215658068274,3.63696392493476,10.0059117470166,2.10521541250991,2.95388711905922,4.00183078741697,2.8664296465014
"23",103161,49.82622,28.15953,6.80781769753718,5.99674577871882,3.45645638904631,6.71560613689674,6.39340687238701,5.93646432290008,5.77212041199037,4.15328719379655,5.71180550152507,5.30748324032826,6.41812992307031,7.85073849361088,9.90548342240566,1.66201023010685,4.28679077570515
"24",96162,48.25175,27.92157,9.69019732666382,7.92081912778235,9.85834919093387,12.0651866184576,9.50135442492842,7.22354386655298,12.7898335318637,3.99665536670774,6.36376813269054,14.6545484111034,6.74851342533831,9.21624955641199,3.04208935211224,4.8023697668703,10.9319580254026
"25",97160,48.5761,27.34027,4.28439131538514,5.58505971609393,5.31481607358893,12.9367096031418,5.78792048680165,9.37618163760676,3.09065102747252,5.60065318513616,3.6865217630344,6.20363906138732,9.08119499889008,10.1348890645369,6.31673276446564,4.59108798132519,4.32542086745479
"26",97162,48.46903,28.00118,7.68572240553477,6.48479598786335,6.77897016983809,10.1534884845139,3.98031179795366,11.964777705079,5.45886811811096,4.64500250916532,5.16212072092368,5.39198574074421,6.39734649509562,5.13771895978866,14.0827961510474,7.47465776165681,6.91405683178791
"27",109173,50.36842,32.791,5.95917256158759,4.18936166058295,4.38596614858582,8.26870381533721,5.86817826338834,4.52787689536618,7.63658550883138,8.66185800872808,8.33943830720839,8.20544111578471,4.17300610233828,5.99763560618247,3.17208864407737,6.43001852202116,3.80944359771175
"28",111171,50.93029,32.32584,3.48716209314057,11.1090295968507,1.89282733362052,6.42699516043519,7.06814005115482,4.00687751808811,3.71425092005101,12.3916361911866,8.40561361196879,2.91606287536772,5.45370544332408,6.65487666281816,7.34982643479761,4.63459598997892,7.55558388787008
