"","grid_no","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"211",86169,5.68182489457941,8.56021290561801,7.68680847781737,3.64487591892932,9.87389916276823,6.04752843512208,7.96651762599934,6.61179317785859,5.46707653749279,5.07241842703621,6.23759861039231,7.85505987774949,5.18878103853484
"212",86171,5.23240438690751,8.97706469311461,7.75974605538684,4.915139721546,8.91794718896051,6.70387445313728,8.10885194461853,9.92082826066908,7.70906920907035,5.05986906765371,5.90249338063856,9.72104182452357,6.48358303447514
"213",88172,6.43012764649338,7.36286081713631,6.34737998047673,5.7443897939759,11.001373415291,7.44048515896997,9.11276411065678,10.2750336961007,8.17319928210589,5.5081955343753,5.88205797200749,12.3703783480879,5.43101604138711
"214",89170,5.51566176483107,6.33149349938745,7.1565745043827,3.5255952692742,9.66137025808373,6.16849615399045,7.99445034716525,7.23082280955737,5.78628250733116,5.03097337380187,6.32810330906428,8.89602094210496,3.96861771433397
"215",95156,3.86038277684914,2.48602073777959,4.6831950772336,1.40792125367931,4.10359842280512,5.58724395135999,3.86898911611158,7.90530746648817,3.74408430362577,3.49724933446032,6.73514619041883,4.61137975302707,4.07513438060045
"216",91177,5.7320105812742,8.9059499065632,6.48465010986525,6.84120895507208,10.3119065513772,6.43737743359439,9.01512070581752,6.76920998227079,7.38771257641917,6.89422061568554,6.33442517319143,9.28116453728723,6.43145230573595
"217",91178,5.52733608928209,8.6750118409639,7.19267416801549,6.65080134632119,10.0221457623859,5.99746002309997,8.67374225285228,6.58319343375059,7.18007005475918,6.65524048960219,5.85992625676542,9.04505058462496,6.35826432877665
"218",92179,4.49560092428234,8.31092112351982,7.76476334495723,7.41287231688397,10.347955149311,6.2282356239722,10.2227322128712,11.657545607377,9.86983329446745,7.24581404475548,6.14258861589415,9.50462680382514,6.43024476788965
"219",93178,4.39531378958432,8.11305264394998,7.67650305417761,7.11549031991064,10.2295998763197,6.30598103732984,9.94568466500691,11.3310261204372,9.58033996464735,7.1127517527709,6.08022944868276,9.59982859834186,9.10980927182636
"220",95182,4.3036304992686,4.03750314451411,8.11596995993425,6.45582024323738,11.7884333707418,5.84738140177813,9.12745686566624,9.16890575437703,8.93155577455884,7.93198586521849,6.73485963820579,8.31616538693827,7.28647868936612
"221",97180,3.96793911203992,4.74631285211693,7.29998920099173,5.08549464184952,7.69704799230271,5.31378944414631,7.40624474693075,8.70555131079778,7.13721010711035,5.30782745153328,5.58129740920242,8.55198389789723,5.09454783404186
"222",86183,5.86950663964666,5.01136816295769,8.10018223648183,5.49678883460393,8.65963854397905,5.82727077548725,7.55628068608859,9.2039898087355,6.92026024445024,7.22042928618195,6.31172347606913,8.47904874967832,6.86853300867059
"223",88182,6.48494103028427,9.03026205319736,8.82132273720259,8.60448274318392,11.7513168085802,5.82088250377554,9.27295636091047,9.81566586457313,9.58344076417688,8.43332537080466,6.39790746416327,9.25578519173039,6.84191296183072
"224",88187,4.93611976322109,4.0440748365065,7.20154292280913,5.27614355191848,7.19662057454114,4.93615120368436,8.14992175993807,6.72135144469566,6.67930672339576,5.25265937092898,5.95744802332791,7.07621916948621,5.86965604735139
"225",89184,5.38489180029029,4.39957859555868,7.41802372203819,7.20950137935639,9.99173467330353,5.2681406291258,9.0971216472326,8.77682202012946,6.75759737085382,6.09305662702056,5.58615890849359,10.1450556828145,6.66214688333186
"226",89186,5.42630447817529,3.42184372205861,6.91756403503767,6.35482749295979,8.01439673978946,5.02144891965852,10.0216100527266,7.07213495599023,5.14339561334883,4.75086938574102,6.2751552087067,9.74526213442407,8.32712091478568
"227",90181,5.08456343490255,8.65648572752179,7.69171139817634,8.1688461873654,9.21167009370818,4.74492285904438,10.4084356874775,10.8791430582922,10.6462790641282,7.76766290703666,5.90913431204932,9.48616915277383,5.62580023691378
"228",90188,6.18942538945307,8.01048387018866,9.4499552271496,8.48442304326679,9.61184443908173,6.16929548468043,10.0132678645448,11.0225503317884,9.83878728972307,5.28540120441011,5.92520901911468,9.42173023955385,8.53180714890106
"229",105176,5.76105473649632,4.23349944844195,4.2435769916728,3.63077192051134,4.62117327738361,9.91955415781548,5.60766336593246,7.95786356862798,5.53119502065764,5.03825013637223,4.85426345429772,8.0077635962273,5.21676452747997
"230",105178,4.86136163091986,5.28903469970228,6.11925618131725,4.79134789019524,7.45546021589248,9.55431062091856,5.89288003737158,8.1913650558909,5.78286431328209,5.31199987969312,4.66258901670806,8.11686421270409,6.30998271017325
"231",107177,4.96906557693147,4.40514487565597,3.68107642284482,3.98733959494357,4.8923244555102,10.5231955915346,5.18917625597035,7.72010892350238,4.99871096989487,4.52977069098851,4.84916207826677,7.56235327667717,6.85607921461514
"232",106196,3.82821120944947,4.7763381754175,7.40874327474686,5.53248228833783,8.92056500907384,9.18498234093839,9.33602848592707,8.70482017803801,8.82508672014378,6.77128153599046,7.25331595776019,7.82715656125464,9.54455455441587
"233",107194,3.70233028675859,4.60563886203956,7.25245001876647,5.18067013666582,8.16160347077047,9.95025650544063,8.72008826024349,8.18967186463547,6.96816064792685,6.43741621773352,7.18163173020608,7.13012552855397,9.79071530268245
"234",108194,3.92047244638209,4.23635907531294,6.72107233293693,4.96179535218463,8.17462710670087,9.89010958246487,8.11746076389766,9.01822303969413,6.14463858043104,6.54248793505258,6.37539644203453,6.68885071280067,9.96879909091132
"235",109190,3.96608937331254,3.95615782585863,6.24143043566694,4.23104683546339,7.41764235028738,9.4058393051171,7.25223208916033,7.01652097306333,3.79710621014534,4.13352900518937,5.75137414012292,6.79175502844577,9.65423987311196
"236",109191,3.82410844801817,4.24951181821488,7.15754907119684,4.20708170699231,7.55903896038045,9.47335576834449,7.74291312132165,6.88793286482257,3.45116798475477,4.05097593761651,6.03120282198228,7.01858308978516,9.0847611974284
"237",113189,3.29950077703327,3.78413520777485,3.61619452744688,5.67289182700535,7.10091497712156,9.42904390599953,6.07552265703969,5.33113403823049,3.06784762355262,4.79285849171141,4.25213601916236,5.63810304471596,5.61252022193019
"238",113191,3.21375995118742,4.41191945679071,5.00763512662228,4.42732058513939,7.98306394636572,11.9618159534743,6.76749956069201,6.84511431714664,4.81003496756673,5.2395508571668,4.38592374060622,6.87209875095354,6.33431736249142
"239",105162,3.76590777945976,1.98885485238309,2.40084939508802,3.42438720303741,1.971686359518,7.66987559523982,2.53894637150842,5.21510001464014,1.75074691694976,3.9863534318782,5.16145830271697,4.05509474907321,4.70878728316781
"240",109160,2.19851399557802,1.57546642337804,2.42121673009953,3.91541851172555,1.67277514342468,7.90824266266915,2.52602886915178,4.34578560069987,2.22550548736434,4.99504082283153,4.46939495652365,3.95929516801071,3.373732887783
"241",111158,2.33810720030201,1.02750446004501,2.34195773111514,3.06917672970429,1.11293916179318,6.9026717341635,1.95605071858912,3.44358717807237,2.1757107025241,4.62069242304499,3.95245374432027,2.2196277572106,3.54303424854252
"242",96186,3.65980511773544,6.26210132542376,8.02267948087748,8.86076235228404,12.0854445499878,5.21330471692115,9.20541568114353,10.687013055673,9.17013428387671,6.81028498183676,6.16976222577735,10.2708762183105,10.0679893678181
"243",97186,4.36621981668022,5.22053024888161,7.39131618467222,7.79770806611498,10.7987807512479,5.5348535959201,7.6220117175587,9.21746603631038,9.07914946226047,4.71089785752797,6.162887976209,9.57336531744318,9.54109701283213
"244",103150,1.88527816235132,1.49770771102061,2.14223923298855,1.31657431220369,1.63888331159765,3.71307836626141,1.00389344728759,3.28806940970766,2.36906033807232,3.48650991119875,4.56351815257772,2.90362523115039,4.06024542192566
"245",103152,2.02059686486032,2.00746014827528,2.19200557926664,2.05186821429333,1.3350507079677,4.85201261486094,1.96756803097796,3.93965046004425,1.97655837972374,4.1727480447585,4.60629859229587,3.14032867553556,4.27670705780102
"246",105151,1.19472346088895,1.64262389759153,2.11787045741236,1.28885603522615,1.63403365321842,5.35625528486539,0.984762131299972,2.70883953427177,2.30403229591932,4.15138560485657,4.77226903348651,2.97880243219472,4.01979838997179
"247",105153,1.61743077361186,2.05163031653493,2.72183501398177,2.90406796121148,2.33696852284439,4.575561691371,3.0622218330735,5.63330535276825,2.85537436312089,5.19629448105137,6.09220795326573,5.64858048760129,4.213790780996
"248",106148,1.30228765560762,1.70179171819489,2.34780350337026,1.47238208536401,1.65880825952059,4.89612217167377,1.26369604293088,3.8644740841069,2.94134566569388,4.17793683800721,4.92136733552706,1.59617754626183,3.77374040013144
"249",106151,1.90588920827196,1.65707536726444,2.33216336651425,1.18361631128936,1.9107542819008,5.83937457374629,1.47778849547345,3.85992831356091,2.56485734067741,4.51438859388672,4.50585552888766,3.16184615980021,4.00309307391587
"250",106153,1.70337088804443,2.06209195528265,2.69918243187735,2.84471833120789,2.22608846273394,4.72437535181337,3.06905312778783,5.81839785987253,2.6414849051157,5.01633176234836,5.58436273280681,5.34274618688377,4.21691620027955
"251",100156,2.93884111562314,1.81062005486949,2.98062986215282,2.10596733420841,1.81622350804886,5.33396458827034,2.21329468128173,5.32852148923748,1.53362913479855,3.06149417845407,4.90399253483675,3.08364497495129,4.27633177170487
"252",101153,2.33536815673251,1.63234791285519,2.58971312057732,1.82052625499271,1.584612913767,5.58279638424405,1.67063621413757,3.24634248736002,1.68651055644227,3.15943770546913,4.0014669954927,2.88357532339552,4.00964922727356
"253",101156,3.00551314788074,1.59222272501008,2.88196193367652,2.10609240073452,1.9797208779734,5.12953310328512,1.97582418621656,4.23148660956301,1.73432004294474,3.56946534147229,4.71654890725735,2.67774726053213,4.2796178808147
"254",103153,1.75292726250923,1.77796214827917,2.09174330909892,2.00324600761099,1.18110864317467,4.57245995408396,1.99214921928617,3.82229335824566,1.74645294813401,4.14014494903112,4.76417573742925,3.07684927392636,4.01869767450513
"255",104155,2.34238160835255,1.92640561759873,2.54027724509293,2.8235131494324,2.10054435755846,4.98220710393528,2.54445614950233,4.97408134577712,2.14739542349767,4.83044076868857,5.47996764708208,3.76801012615241,4.38651098053719
"256",98152,2.68127523505372,1.73667000621762,3.84925686139212,1.71111912115483,2.06854195940049,4.64431289915581,1.66750850081845,3.17732765514357,2.49026560175883,2.09782789127144,4.22080206258174,1.83492817077871,4.3901532812888
"257",100183,3.42182838445999,4.55039718994721,6.96412245769594,5.30006970088683,11.9285648983716,5.89319892376358,5.85469787065045,9.72460054037615,6.84553008745972,5.49101571989788,5.56194595155197,8.58598053656224,6.94611190447448
"258",102184,4.04046382910506,3.3969311432873,5.2009743032672,3.2626389337906,8.8119322298117,7.67024136225326,6.93216793297756,6.19867044550937,5.29184545089193,4.03130795370803,6.4349898706874,7.24507752606914,6.88259832963448
"259",102187,5.80745493588087,5.10240478674966,8.111608506599,3.61314407362898,8.00944917341623,7.17994302726357,9.0203956914098,10.3330529957232,5.26873694428166,5.98111199206709,7.009628587968,8.48251470456193,7.42543683446203
"260",103183,5.15040008434048,4.55454793616545,4.77121311610757,3.38942148189269,7.24157382759675,9.57368858326974,8.30518727004143,8.62005334665675,4.31566734047361,5.19214776818257,6.7440264632462,7.68387735331831,7.21138741432037
"261",103186,5.42643872728764,4.72624660041718,6.68690037628611,3.96771107198339,7.00779908682261,7.08124543313828,7.96509327777467,9.13047623449707,5.69800160732842,6.0690181256543,7.16429081229291,8.10941816089643,7.66299442295549
"262",105179,5.02705090887508,4.74326294722748,6.19046633261417,5.09264730903292,7.64497089013386,10.2068535238868,6.08143965942193,7.6757024622941,6.09329666908682,5.50697909839481,4.79770632594486,8.31414410427073,5.59202417289185
"263",105181,5.49976572079206,4.408546245667,5.06374635978376,4.37375983225501,7.55430744136648,10.4396691481153,7.32329591641469,10.0878133981593,6.47251866995145,5.39478881148837,5.04820529534078,8.64531821317923,7.09278306079598
"264",98182,3.41097635564101,4.7795127739569,6.77132116371398,4.83640145078473,9.45880593529667,4.95541131102445,6.47752694115582,8.2977242743875,7.157513594823,5.8283775966708,7.34129805541517,9.35284849740736,7.00612192706393
"265",99177,7.46229690150152,4.02681063474887,7.64114287869248,3.7327113642071,4.68657546975482,5.32576781070158,8.44434325393502,9.24564696773907,5.07317874476931,5.6326946185883,6.73725668451446,9.13368140983273,7.27173413982219
"266",99179,5.0896399925355,3.09131917376075,6.76918665338698,4.12907374305398,6.40425744289147,4.25401135102136,7.27862356287123,7.68321919214242,5.7847024598664,4.39836734950511,5.8211864660581,8.97527723628983,4.88223697761322
"267",99182,3.45842811361925,4.58101380099306,6.79800833980687,5.14955701072041,9.60130641476062,5.25435034725879,6.06886807108835,7.89287249532392,6.93889490835191,4.80674595410043,6.05237509734215,9.237673441406,6.83808084970771
"268",100165,5.65905092730138,3.11117608834775,6.58621387815043,2.03545088059188,3.71970902085309,6.32836279165801,5.01014658680613,7.82736394363662,1.62791529575025,5.56824204363782,5.63782132964157,3.4293858274383,4.35417298048964
"269",100166,5.94760105514257,3.33895451417185,7.21750842970459,2.04950297396316,4.0763473468384,6.86596140292901,5.20470245069911,7.83466515595073,1.62086938927166,5.747237106548,5.84406638324194,3.67715424735543,5.34539094982592
"270",101165,5.39764746306568,2.6399188270969,6.18384486626542,2.49309992948065,3.26411059534835,6.30552921221329,4.55877395919901,7.34642887986857,1.75192545254792,5.41879738275017,5.18179067394869,3.85338565019049,4.35417298048964
"271",96165,6.44535137796903,3.59850465076616,7.88433927395791,2.31489214185282,4.65415255097836,6.42526410874994,5.31147897936994,9.2786680205196,1.87284814612341,5.57098243472311,6.12462417820287,4.3827757808464,6.2187378330841
"272",97161,3.88446432528107,2.60236915677556,6.14916949148153,1.7214196624022,3.4922073680323,6.61243823453175,3.24895201663907,7.5980259008284,2.83529311826104,4.08084893163561,6.83860026463661,4.45238510106314,4.74114440314791
"273",97163,5.5568383469782,2.74786264615437,6.01166724471836,1.97879163636895,3.42809806717758,6.10617505614917,4.83675163525491,8.52803055598304,2.051966492407,4.66325119241124,6.25517226772627,4.1647473173691,5.86526562854378
"274",97165,5.5297548564529,2.94982177769417,6.84332372076228,2.34355862089918,3.52768118880254,6.43800796966753,4.52223441805241,7.8124839632843,1.64449434713028,4.93558748738844,5.99051836241366,3.40628613299551,5.25672055851519
"275",98160,3.45375170137937,2.50662988524887,4.36197937327403,1.4713840956916,4.28286821365968,5.89963764497086,3.5613364047996,7.64501383356584,2.84191413483911,3.45161184721817,7.01779808281696,3.81103124947001,5.29977473078475
"276",99161,4.13437149087809,2.36566655966373,4.21332932580568,1.9869361184239,2.78762715975273,7.36073527480385,3.38964534293381,6.70628493249554,2.13036370758526,3.66092410397873,6.69965349334772,3.77898618180155,4.49528092670105
"277",99165,5.95045413732097,3.33895451417185,7.21750842970459,2.04950297396316,4.0763473468384,6.86596140292901,5.20470245069911,7.83466515595073,1.62086938927166,5.747237106548,5.84406638324194,3.67715424735543,5.41470167397762
"278",108171,3.54491300087337,3.02707496728893,2.72435336066193,2.83750037471989,3.21192093523739,9.41668055664955,4.56619393463399,7.08882564642183,4.21221781908869,6.53010445546951,4.2311270013506,6.20738613489376,3.90206047432609
"279",109169,2.97131821058372,2.35831321480088,2.51705953547123,3.59038030214154,2.78851618744532,8.61445544038376,2.96599768152689,6.546321028173,2.0841396436558,4.77711167231985,4.12815151442269,5.61544248647016,4.27705579288926
"280",109171,2.89377201128248,2.98617512143868,2.31653009447227,2.82650865747968,3.03359698046293,8.32297629253553,4.51468742643358,6.70730921267805,3.15375068140958,5.3556978107595,4.09024664010203,5.84156573296501,3.63402664199073
"281",109172,2.64436837879439,2.94498226276651,1.93824988137921,3.19401315628516,2.64672810152733,8.05075865281156,4.19918388435966,6.50578354819128,2.66642384335322,4.7820832925218,3.95668623140874,5.91069772890446,3.4190369731689
"282",110171,2.37389191123043,2.20935641433357,1.88980260758976,3.42241240349831,2.58042920808577,7.58715967815001,3.86702215910886,6.38492522810493,2.41818920945974,4.02903318314591,4.03157003016786,5.33295334695095,4.01446098033639
"283",115168,2.42985289233812,2.44118662962584,1.74593102455517,5.314466350903,1.56919263957998,9.2879914885289,3.67822197222121,5.72657700770271,2.19076005687171,4.83022464389718,3.99412908262835,5.04561460955463,3.90862106285
"284",116169,1.83763891971438,1.90980709609086,1.66336982314225,4.36866722458234,1.73737500091924,9.65393628851552,3.79494320445254,5.19601092068284,1.79209003436753,4.91480383886506,3.40828636985252,4.16336654874395,3.19019082933014
"285",118172,1.59269635756187,2.01634038339127,1.22969071299648,4.0861776881672,1.58090710036431,9.7357845723207,3.45150568124824,5.17530538229597,1.56234450176375,3.81633125717447,3.33108773800651,3.92567713120558,3.24567346648994
"286",108182,4.25449793604114,4.87984307907585,4.75773592053503,2.71783042075021,5.76897865979668,9.67067580591412,8.14329227163123,8.79481697387726,5.81833540887254,4.63903941460775,4.52227350950062,7.69081012742511,6.18728656171665
"287",109182,4.43162883366586,4.98011538475255,4.68311530698058,3.99313620435006,5.24594271987591,8.78836235739584,7.79679781970641,8.48195249374792,4.78752351066692,4.87853134793871,3.7941870972164,7.06311263927672,5.86287645814922
"288",110183,4.5099161877511,5.46343983979805,3.67952459863065,3.93185776324524,5.40342030791715,10.1138784717973,7.4841343254604,8.74700279331417,3.16403495905759,5.68591487884476,3.60354011340122,6.60130432978063,5.97266499405522
"289",111180,3.82013821049683,4.83017432669951,4.2923169740625,3.72749726842212,6.38006216688854,11.4001978126103,7.617274928419,8.56437586056875,4.97286867109624,5.67553955855409,4.19264804696484,7.1351277347206,4.62741282514556
"290",111178,2.90484313010429,2.67491391724253,3.26412890187668,4.41693080672583,3.44110310082004,9.40314570391444,3.70007360799738,6.44133979249851,2.30338410320207,4.02335139604502,3.18845587629032,6.43669990105546,3.88553422940854
"291",114174,2.06186756422429,2.41872429591489,2.11504406361925,4.76502517470021,2.55563557639803,9.24594077531833,2.78596589281246,4.53893834116902,1.58894410546701,3.64757646218982,3.99461905329638,4.50145893108557,4.48048946490973
"292",114175,2.65612942992477,2.3274531361036,1.67603160492752,4.68955638619745,2.53431515372177,10.554265830718,3.93569218133876,6.0809862683784,2.26868981477652,4.02568132757369,4.12051740982996,5.70544609074071,4.65523384717531
"293",115174,2.01718868947121,1.84204958964786,1.95877603934142,3.72656362243329,1.95861050686429,13.3161613428977,3.68723875705886,4.05848085680952,2.66914625328776,3.4023290282127,3.80431732063268,4.58405596651204,4.48339282207033
"294",117175,1.2762699238072,1.63340573229229,1.72628489534532,3.88616631025235,1.60528283944128,9.69142117431791,3.42079828785182,4.09211696913233,1.61086437587422,3.44980529609802,3.35942499413499,3.1351274981078,4.13602967091739
"295",103169,3.76368074620124,3.07149267915751,4.9911206743643,3.58877221347325,3.58764060668293,8.82551140987055,4.21686582456299,6.7639448866908,2.63881637202376,5.19556526564774,4.64094015597504,6.94002902912072,4.87399087874138
"296",104170,3.48585937476429,3.02924994650181,4.11729903328504,3.02516335866901,3.34494593158891,6.6870121628111,3.92389423679131,6.38156817908993,2.7355848906455,5.11513052252365,4.50902353794855,6.17593819778985,5.4846342264038
"297",105166,4.29163114456776,2.28300132667013,3.58826469468755,3.4317088127888,2.88377954886445,7.06738602720365,3.79303112886014,7.13101611386884,1.87786458256397,5.20240255863434,4.10153121676948,5.7956141183444,4.80986448090739
"298",106170,4.47900860385267,2.88185133128616,4.531020688038,2.9104571898643,3.08146757086106,8.49639971352245,5.02683369461077,8.00299256553572,3.34462638906265,4.77675603012129,4.24072371119752,5.67092809073198,5.50592853137679
"299",107169,3.93817837054489,2.95003893857237,2.514406856254,4.1243808920481,2.4790812688644,7.48827330589145,3.19697741977508,5.67194092737048,1.76294661599765,4.60458464971795,4.53271936570648,4.74484708786426,5.59568913111906
"300",107170,3.49948704381419,2.90418241892008,3.01547232557748,3.16489605766043,3.23798820980728,8.72096712898582,3.49407574721052,7.0701467872494,2.88459680591091,5.60446923315007,4.39735236236663,5.97557294946475,5.60770908232698
"301",108168,3.65913980547252,2.57989460868944,2.88308985239927,3.08478490009474,3.45770137410722,8.84681104938589,3.66347203897449,7.44125624739147,3.08574126789665,5.97154714042906,5.48284547107483,6.93450987483546,4.77021670544292
"302",109165,3.13092739368481,2.09597508622384,1.56997912077117,2.8681475231303,2.64282738342882,8.07083441605152,3.28240715891506,5.65061250066894,1.83067327105366,5.79482870868356,5.0124885177675,5.96209719056539,4.53598337677093
"303",111163,2.50543410281247,1.98383720782243,1.47591930579861,3.83917967603974,1.2536703145359,7.13336046583085,2.12978275685427,5.34251104854147,1.94897484802964,4.96085737045031,3.28958579005672,3.62408850353027,3.83882143043803
"304",100174,4.46087726875487,4.14564597093924,6.88917085515327,3.6722605917212,3.94302842207033,6.15267014128375,6.58368778759378,6.41013324060255,3.52378972649294,6.66827108549503,5.66601877702156,6.6855052133844,7.53059641351935
"305",100176,6.30932675782741,3.80096746631321,7.03741485723397,4.07037011459897,6.59072311397348,7.31616411834456,7.53237288550713,9.04981327699229,3.57486137962722,5.43340257821893,5.76579709085006,7.83340826941236,7.45908444802983
"306",102173,4.4141950849992,3.36794721692727,5.0151742326442,2.77554846757506,4.1983417519,7.58759504166297,3.76926152299407,6.42666103693783,2.86089966556073,6.10314605215036,4.91928850937125,6.14420817358265,7.19596323301012
"307",102174,4.50048231066571,3.5511537034111,6.12235914093346,3.05452320078669,4.48113682484605,6.79482694249543,5.65993681609912,5.44216675044415,3.34507361375799,5.75261692020483,4.73861447325164,6.9738639277601,7.19596323301012
"308",99173,6.16354926108634,4.55778643973838,7.16397413781384,3.96516648979113,4.80896609746624,7.52586517904463,5.99687812009561,8.54080920420906,2.49437530904851,5.10722282229009,5.78981387756818,7.34936170999545,7.30332332783521
"309",99175,6.57881200542309,4.60568675786712,8.39130402975053,3.83662653578209,5.83779985681075,6.07486547619996,8.42041672799484,9.80087114513796,4.37719800578035,5.51777353316069,6.4415498201788,8.50241629772827,7.04016609791048
"310",93145,5.5686358378196,5.82609413236555,6.93806547620904,1.9632731243769,6.29612976729438,6.94597442277422,1.35307443275452,6.82588768341985,6.07982247301331,4.02095321085779,6.81033280724003,3.37266725133985,3.9009217825191
"311",96147,0.440389352542741,0.102183115371862,1.17679985115586,0.305361696425097,0.12294079454008,0.670276421000689,0.405328387396492,0.827057245676966,0.633971410952764,0.316041099061638,2.60521362773364,0.195411763149347,2.19306974873019
"312",92173,5.04934220848146,5.0847726879391,6.71720156704212,4.31780838269611,9.40900618319911,7.85366953030336,7.76363341672573,8.95751210025506,6.37599956248834,5.95476546566524,6.25699262910094,7.9416021300282,6.18287617990547
"313",95178,3.52482814529069,5.6160233543734,7.65086229820184,5.33447171460438,8.87769178345873,4.88409025629326,7.97230739759622,9.55171956312923,7.49485413059752,5.17580042230953,6.27526325755159,9.36976590234793,7.19148176737859
"314",96169,6.4077780186325,3.83601292767251,9.36989751470654,4.03338918344382,5.94626093247591,7.14622790503489,5.8807202051995,8.3229871959514,3.30570415709493,5.84622605611133,7.19003518538346,7.00173208495328,5.41450038577012
"315",96177,4.49636581504733,4.75295305674355,8.31832952950911,4.44141482090681,6.62773512374455,5.38930886336046,6.90617418629297,10.3709568764688,5.84673523907032,5.07469672381472,6.10779658673159,8.13061912898681,6.61174183280021
"316",103172,4.43073795752732,2.87707359811781,4.94772535834998,3.10163767973516,3.50581397369999,7.36785026438466,4.2750330006908,6.05390332518758,3.34270922863954,6.03639598589404,4.28917762759248,5.53061643799892,5.65759487507875
"317",105173,4.12416752427384,2.67842729647175,4.92609024493646,2.67329393605616,3.81007972487544,7.60750684203207,4.38920409576619,6.31638741140434,4.08502385298124,5.23811889955083,3.93395381802295,5.5385923961918,4.31273561962297
"318",94153,0.00626937471779757,0.0374915609421958,0.622024168689417,0.346271512332108,0.0619219637040563,0.628782416886656,0.131316998261781,1.10829649968021,0.633838940529714,0.49006872460699,1.75524807639922,0.391377716356265,2.4208484817824
"319",94154,2.15653249455735,1.23527103336113,2.45292993603701,1.27146416733011,1.45337143148288,2.68662752385638,1.28501519523575,2.54969222267176,1.48020052004429,1.48974643556594,3.58888044443719,1.79449467166263,3.67687023896814
"320",95153,2.13570522127671,0.995093810312766,2.48413674495485,1.255682720112,1.40059859084025,2.65618785604906,1.26776622900451,2.52126553224359,1.45090550304476,1.46704089977252,3.53714449020369,1.76180020941749,4.06964006788921
"321",95154,2.42015283758899,1.49118333488733,2.67409652983209,1.54527949727272,1.70296804672878,3.21088515376053,1.38940473735554,2.92435300016431,1.78782921803111,1.93004894378542,4.14522947518602,1.99821434494734,4.24699037134123
"322",96154,2.34563488457766,1.16580419347855,2.80858604080815,1.54923089938385,1.64289784504904,3.12620719223847,1.27926396804602,2.8195764838717,1.67225417859119,1.74374644239196,3.98621213529227,1.91919861298358,4.64426936290966
"323",97151,2.46485593299488,1.41461581392715,3.50036548103715,1.04289953102421,1.84708793180956,2.31070643116653,0.812335369118758,1.76512543280429,2.09837755553797,1.35585375440814,3.12028025323158,1.52515939141122,3.98234733776757
"324",105156,2.41068931872321,1.90934203783586,2.347782710165,2.97555854840382,2.03875001667504,5.35974181734353,2.55194122494756,5.9261480776578,2.30944918851548,5.20520705328023,5.60750709058087,3.77527505410335,4.58690724530541
"325",105158,3.67273405834818,1.82947145054019,2.79569250068452,3.27997141457233,2.24204697268905,5.82284675427993,2.25341037963426,4.82328478214427,1.95500201543715,5.44480410729033,5.37348120316898,3.99152611324847,4.73683584437945
"326",96158,3.58206367340228,1.78122166979218,3.88103133321229,1.82563689115386,3.62745977928722,6.22054783188322,3.1885941023758,8.47485581472761,3.46722382102135,4.28733139797367,7.49092615312286,5.64456179064979,6.3032997563564
"327",98158,3.17199501213816,1.92202895070469,3.89502858885354,1.92249725552129,3.37280167919278,5.84978641169354,3.13623631617179,7.31860003122119,2.55241007259414,3.48288897284528,7.26669505793418,4.08690457399483,5.28921550246814
"328",99157,2.46166800376486,1.34660222454221,2.73236265249928,2.2211269270362,1.78522197762044,5.77815681685209,2.38180092378966,5.71479080543251,1.85201221247091,3.01209841500056,5.44579627325101,3.24968537783095,4.68523362412094
"329",101192,3.12476201924627,4.51276580976079,5.78757202450417,5.78934341081491,10.4302671580928,8.03431532260161,9.99326228043998,9.19820555727707,11.7124483121936,5.43960692688763,5.71215758090439,11.8118657641561,10.8640742315545
"330",103190,4.8225102305523,4.72506970760146,8.6483643755089,5.65423274257274,8.33463744468049,9.41601081414622,9.40266956856086,8.4792688048982,6.31511739434056,5.73457600667069,5.96358325576156,10.5738583206953,8.89673126185587
"331",103193,4.53514815261267,5.84691577995893,8.61849317983169,6.37971592789266,11.7322147512168,10.1132879707832,9.29875543227101,10.8831543939022,11.8524451202564,7.70910300749237,7.34219887603575,7.48984590379312,8.37693683121377
"332",100148,1.35940302550589,1.73350780474104,2.70899122093525,1.26113564081301,1.80379835553153,4.64823009276026,0.623963127667368,2.53161331366941,2.95368751009758,2.99746390428312,4.92218819338102,2.08458097039199,4.53356417543444
"333",102147,1.64619739633305,1.56589156752411,2.03998966000193,1.16316380073877,1.57941753177097,2.84654768954407,0.548445819721407,3.82330997219251,3.0516749764557,2.48387724943096,4.75733944332365,1.72687040042698,5.06650796786774
"334",102148,1.92263398445974,1.42492523726022,2.60771192017829,1.14765209264825,1.90589376204472,4.49893760072048,0.544926263708733,3.42022663631858,2.88509681850971,3.02486222756505,4.9939045265326,1.79297187404385,2.84402202967473
"335",86167,5.67627127160284,7.47955274840499,7.51379870020032,4.35539786716393,7.15072490750318,3.57939590184182,6.33315258166501,9.96426067317145,3.2511887525065,5.18485455761105,7.6121380980038,8.30646485607859,4.52422911980755
"336",86168,5.32809330543448,6.47232894425852,7.41214152402487,4.3237674834402,7.0492901975227,3.56203420332463,6.64932653034465,8.79242001641877,3.34343276991449,5.27303068098397,6.93310913379357,7.42261123833058,5.77230947366652
"337",87167,5.61558546878497,6.48656302173557,6.95959450697759,4.33245021722521,6.82875013507541,3.43338344040252,6.30232044698901,9.89388361445416,2.8662475549886,4.67623136370171,7.99389824848587,7.83924747791117,4.6433080999613
