"","grid_no","LATITUDE","LONGITUDE","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"1",106154,50.84381,25.99843,0.738395989624719,0.675825620803057,1.90153438465397,0.881897045746444,0.764176274350423,0.940853119495546,0.788582223496294,1.03524244991705,0.19590917587205,2.88345480423618,0.574357618627309,0.651585401921652,2.60077143356374,0.75939437882474,1.13145493152832
"2",107152,51.15846,25.37545,0.685606542837681,2.71113328970409,0.85823371195127,1.1270563853771,0.982346542876544,1.95346549665865,0.474075507111833,1.0284250346263,0.586045965257211,1.90536655964435,1.05613898085572,1.32351476439372,0.96698833366026,0.933988110523106,1.8097759405885
"3",103179,48.6729,34.13222,6.57666829773946,1.35469541066686,4.19151377772112,5.72155403006764,3.01943343161342,2.44702651296396,3.38511186555372,2.88747404140475,4.11427002364631,9.17970219921493,3.71135995112958,3.63388809764619,5.46988735164693,2.85094792890446,7.93331951950789
"4",112183,50.25317,36.48196,3.31485967659577,3.20708763873557,2.74916106856093,4.21101268836821,3.06969190469318,3.94025639670922,2.7060458378239,2.70767227497039,4.37031105530976,2.97467455188429,9.56484968173709,1.44922756350066,6.35677611042349,4.00241407916851,1.77910448825529
"5",108147,51.6005,23.68081,0.658293069535666,1.23357341556163,1.12753450297698,0.570616275284206,1.92444898932881,1.77955570024801,0.589403648466767,0.489874987038977,0.450438501571322,0.904936222214868,0.776490636338786,0.72482054751265,1.14967448745609,2.36889525573814,0.787638101306238
"6",108151,51.42416,25.09773,3.39173116863074,2.73221245182216,0.782716466366804,2.06851843875688,2.33253517687782,1.48998012530344,1.2891088650189,1.75129265417419,1.36002918819539,2.17781923492398,0.741727076229051,2.83129786833695,0.976455277341023,0.937225445912109,7.1720241602727
"7",109149,51.7341,24.4615,2.21408673123923,0.702682421620093,0.462015794300514,1.29227905079479,2.059387971125,3.64548610711873,1.00709843391475,1.61438768282933,2.78897998687214,1.78801202735511,0.990719283579614,0.338827897738845,1.31892914796336,2.35857546772992,1.50327815363148
"8",110151,51.86233,25.24703,0.663397277783384,1.38572631857234,0.962842707353501,2.01103039374021,0.251721961808054,1.35941942149987,0.658615531922998,1.04762248067212,1.47455573730156,0.859619978939457,3.38461079610521,0.550489380145275,0.389807171216189,1.00632786511358,2.77174949976249
"9",111151,52.08131,25.32303,0.364597696749821,1.43931412571258,1.82932883186231,1.32871235652951,1.16786595300009,2.95149470486575,1.07605674951087,2.02507782693617,4.08042130842739,1.06945926241911,2.60252557624388,1.37654731758454,1.1559405364917,1.69659552468494,0.661508916343614
"10",101152,49.84319,24.94388,0.480688723390299,2.91154527668837,0.217342638812247,1.92452218202797,1.74308613826696,0.773924097803543,1.34735675316312,1.74881078709316,0.478058895791656,2.11084397520111,0.95640878792326,0.543975596019696,1.65514302834568,1.78362386362498,2.45077961130212
"11",101180,48.17798,34.24147,6.84109758175006,5.21641699974677,4.72210522698322,7.81403736134167,4.94526230684865,3.91977096171432,2.84649223812515,3.80642025438907,4.49875755426292,1.53665150059686,3.00058953962936,2.85062035058271,3.20853023873324,7.26160738053057,7.33149569629615
"12",102154,49.96899,25.69868,3.66240344248186,2.90033045038367,0.478947529277792,0.441629326134296,1.0005049976854,1.03029447435568,1.41341110349333,1.56486945493977,1.08110073516216,1.79396462485058,0.734403080173225,1.58789606938269,1.24775344254818,1.4483043085457,1.09939826479853
"13",103154,50.18782,25.77233,0.909806119423327,1.30548410236834,0.973982909078066,2.50058209469168,1.93984358569849,1.02113791675868,1.58138267303172,1.7639831738617,0.667167815331046,0.471351463879716,0.393001614167381,0.177412422079266,0.797154904626704,0.721781711955213,1.30754378004183
"14",102185,48.01073,35.95044,5.75806920057591,2.1631154534599,6.20004783803526,6.19836951718912,2.77591436547735,3.70887660490134,7.86228250026139,11.4619409072598,9.72840777701892,11.4120234989599,3.89791654956447,3.98046362118064,5.31967190208584,4.89665970091108,8.78485021032974
"15",103180,48.59969,34.45635,4.22469270223284,6.07830568262638,6.30036772428658,5.0606178372198,4.9753751707658,5.4900240552728,4.26868131349481,3.71025872282156,7.62357853663771,4.8376443545072,5.0241016585576,4.65086976302312,2.55052880477909,8.82657285809343,6.39417554934966
"16",105180,49.02073,34.67589,6.88918259793933,4.20600337901755,6.37856150752041,4.37847626351978,6.13889987195702,5.04818265482991,2.79814073469984,3.26446008608885,2.87319460525248,3.22180788148726,6.36610452492625,4.57059098261936,3.57935271728134,4.88815464166791,8.86667801955709
"17",103185,48.21967,36.06407,5.20933437236212,4.86091259467438,6.03208799890485,3.67553386591711,6.06764619954134,8.03084806911814,5.23352051409205,7.34429268461444,10.4314692694186,5.01376088846515,3.64149395478803,4.9151634865966,5.76843060109204,6.82640180307954,7.30923640162994
"18",104187,48.2692,36.81802,8.39200057914636,6.44710552667223,5.38433824382386,7.46714730731711,6.11755576440929,5.0089492633194,4.96265938610204,6.30341500519042,1.09368141513282,2.36229121087862,3.68815551426408,8.53920003533562,7.28685949334575,4.06408414356462,3.64845960694682
"19",105183,48.79327,35.65002,4.84244268723964,7.41619807115511,7.43831366591595,4.00862081510183,7.12326099146291,7.62311622908426,9.03122437835728,6.24948384238186,9.46187298768339,5.83327654174127,6.03780514637571,6.47159903894234,3.34795464507364,5.96465480864145,2.8876840706691
"20",106183,49.0024,35.76506,2.71400433975543,6.98853637644149,5.27932281198461,5.03009641483995,5.20774751211452,10.4234837485615,3.11423858997095,8.29942066923759,2.89086917116188,8.61978536372747,5.20216048330775,5.99344807932643,4.67881475865979,9.91097923393057,3.84785549353476
"21",103160,49.88092,27.82054,1.23510056123915,0.839901794819312,1.18161882873633,1.6301269810925,1.47128193053164,1.20627452150839,1.16004465518925,0.559268306727145,0.815867864127092,0.99388275515887,1.60998740927054,3.95543543912644,4.41091485926744,1.15409691739545,0.671024834537781
"22",100162,49.12024,28.24536,2.35252290521017,1.82033003001107,2.80808023495497,2.04873768841684,2.55790312378165,2.88324686552054,3.52465593052229,1.76780571385149,3.1304048074277,0.821999636750759,2.85945895097989,4.29595267667932,1.6991489647212,1.3090743375512,1.80720437977482
