"","kap","baseline","dmi","ethz","meto"
"1",0.000590594109639042,0.000971342036406402,0.000836084104501181,0.00118261956544072,0.00138064377896233
"2",0.00109185036821555,0.00179801671007388,0.00155099925305594,0.00218860153597574,0.00255650975321723
"3",0.000723599950468304,0.00119154007080881,0.00102148189450175,0.00144348542626679,0.00168222884208214
"4",0.000845489468271416,0.00138665580058764,0.00122401245848612,0.00168127236390678,0.00198647941158187
"5",0.0112612712957831,0.011783815157367,0.0116285524355191,0.0120424904340019,0.0123236201657634
