"","kap","baseline","dmi","ethz","meto"
"1",0.00223987293494554,0.00287795715252557,0.00273552790245137,0.0033043487205642,0.00353207525207893
"2",0.00415293574119135,0.00533607864365461,0.00507207324642318,0.00612693714691456,0.00654897139451434
"3",0.00273101103787443,0.00350881297376836,0.00333515153247592,0.00402824112333985,0.00430631760863721
"4",0.00306936636022433,0.00393815659039379,0.00374788776905841,0.00452777126991343,0.00483922279123241
"5",0.00295356846473953,0.00379256150424991,0.00360675718389173,0.00435681620427154,0.00465701026300995
