"","kap1","kap2","kap3","kap4","kap5","baseline1","baseline2","baseline3","baseline4","baseline5","dmi1","dmi2","dmi3","dmi4","dmi5","ethz1","ethz2","ethz3","ethz4","ethz5","meto1","meto2","meto3","meto4","meto5"
"1",0.000545434438605962,0.00100912154792901,0.000669801428752203,0.000695340510596167,0.011199283466004,0.000962599997174307,0.00178092971479338,0.0011820868060185,0.00122715898769751,0.0117341176404628,0.000814716555964723,0.00150732695606788,0.00100048378794701,0.00103863156764276,0.0115445211683406,0.00106770024417708,0.00197537824322556,0.00131115143894596,0.00136114476901611,0.0118688631933652,0.00130888963369255,0.00242160861091918,0.00160733551949324,0.00166862215105436,0.0121780841378564
"2",0.000546444076085768,0.00100992678027487,0.000670652891766903,0.000692229032038716,0.011199283466004,0.000964381837422042,0.00178235081437746,0.00118358949495329,0.0012216677516504,0.0117341176404628,0.00081622465356931,0.00150852973329853,0.00100175562002392,0.00103398394564668,0.0115445211683406,0.00106967663236862,0.00197695450374642,0.00131281819704621,0.00135505397939888,0.0118688631933652,0.00131131248039524,0.00242354094264525,0.00160937879185474,0.00166115547542656,0.0121780841378564
"3",0.00054961760262714,0.0010155378496287,0.000674821396012176,0.00069506556685554,0.0112030350273121,0.000969411595124612,0.0017911983932324,0.00119024515009243,0.00122595167378351,0.0117400081511171,0.000820713598216232,0.00151644655977106,0.00100767350504633,0.0010379030068242,0.0115498033617908,0.00114136146421719,0.00210891310882289,0.00140136548202962,0.00144340546831317,0.0119599552203813,0.00134528506683001,0.00248570623898479,0.001651743216544,0.001701294360095,0.0122208010063372
"4",0.000549606269507096,0.001015528810944,0.000674784234202773,0.000695108988547968,0.0112030350273121,0.000969391605848565,0.001791182450865,0.00119017960435889,0.00122602826065394,0.0117400081511171,0.000820696675094255,0.00151643306280261,0.00100761801336964,0.00103796784603834,0.0115498033617908,0.00114133792933325,0.00210889433867006,0.00140128831008863,0.00144349563981825,0.0119599552203813,0.0013452573270395,0.00248568411522549,0.00165165225652561,0.00170140064227032,0.0122208010063372
"5",0.000537175497864781,0.000992687426433695,0.000659215214768621,0.000680015881473995,0.0111872892842854,0.000929195762195354,0.00171713146540237,0.00114029769855939,0.00117627828857196,0.0116888596797485,0.000825374820359952,0.00152527285686537,0.0010128899058705,0.00104485031101474,0.0115560259576381,0.00113598763141234,0.0020992778761683,0.00139407015657384,0.00143805820181484,0.0119534395728283,0.00131968541256859,0.00243874696651665,0.00161950183158281,0.00167060307602135,0.0121884717309173
"6",0.000536997904464785,0.000992545787525722,0.000658512312571914,0.000680716611954277,0.0111872892842854,0.000928888564574974,0.00171688646116526,0.00113908183196641,0.00117749039857196,0.0116888596797485,0.000825101946557625,0.00152505522745247,0.00101180989053726,0.00104592698948682,0.0115560259576381,0.00113561206717567,0.00209897834640898,0.00139258369971807,0.00143954006605049,0.0119534395728283,0.00131924911675787,0.00243839900053263,0.00161777500342489,0.00167232456889779,0.0121884717309173
"7",0.000590594109639042,0.00109185036821555,0.000723599950468304,0.00074985582049256,0.0112561797422904,0.000915731987090781,0.00169294324303862,0.00112196110609046,0.00116267153587244,0.0116724769460173,0.000833721989070383,0.00154132871611648,0.00102148189450175,0.00105854642972845,0.0115674736990222,0.00113064478811441,0.00209025946597776,0.00138527374270099,0.00143553848817649,0.011947645126398,0.0013189088234495,0.00243830925676893,0.00161593612896606,0.00167457047373373,0.0121886929922652
"8",0.000590343683069457,0.00109165064150361,0.000722611689179549,0.000750842386286154,0.0112561797422904,0.000915343693986525,0.00169263356142173,0.00112042878048994,0.00116420123256229,0.0116724769460173,0.000833368470241963,0.00154104676858461,0.00102008679903105,0.00105993913172523,0.0115674736990222,0.00113016536664527,0.00208987710529685,0.00138338179617259,0.00143742718881615,0.011947645126398,0.00131834957335394,0.00243786322908536,0.00161372915379929,0.00167677366253776,0.0121886929922652
"9",0.000557384529277031,0.00103096543997326,0.000681613547497608,0.000710217278473534,0.0112142811865455,0.000946610110731097,0.00175089593993372,0.00115758913601249,0.00120616705578641,0.0117130688197716,0.000831536926778461,0.00153805100167048,0.00101686861540971,0.00105954123601683,0.0115656039978113,0.00116318348696303,0.00215148055322224,0.00142243205775352,0.00148212404019854,0.0119906048474575,0.00132583162529833,0.00245232243291558,0.00162133096639099,0.00168936968856112,0.0121990363684942
"10",0.000557126105038577,0.0010307593347524,0.000680649998241415,0.000711225357059761,0.0112142811865455,0.000946171227008767,0.00175054590997112,0.001155952733457,0.00120787908281983,0.0117130688197716,0.000831151395272361,0.00153774352255519,0.0010154311395825,0.00106104514315008,0.0115656039978113,0.00116264419175297,0.00215105044047802,0.00142042126533858,0.00148422775909182,0.0119906048474575,0.00132521692035033,0.00245183217743558,0.00161903900454187,0.00169176757081332,0.0121990363684942
